1,1,0,0,0,summer
2,1,0,5,0,summer
3,1,0,10,0,summer
4,1,0,15,0,summer
5,1,0,20,0,summer
6,1,0,25,0,summer
7,1,0,30,0,summer
8,1,0,35,0,summer
9,1,0,40,0,summer
10,1,0,45,0,summer
11,1,0,50,0,summer
12,1,0,55,0,summer
13,1,1,0,0,summer
14,1,1,5,0,summer
15,1,1,10,0,summer
16,1,1,15,0,summer
17,1,1,20,0,summer
18,1,1,25,0,summer
19,1,1,30,0,summer
20,1,1,35,0,summer
21,1,1,40,0,summer
22,1,1,45,0,summer
23,1,1,50,0,summer
24,1,1,55,0,summer
25,1,2,0,0,summer
26,1,2,5,0,summer
27,1,2,10,0,summer
28,1,2,15,0,summer
29,1,2,20,0,summer
30,1,2,25,0,summer
31,1,2,30,0,summer
32,1,2,35,0,summer
33,1,2,40,0,summer
34,1,2,45,0,summer
35,1,2,50,0,summer
36,1,2,55,0,summer
37,1,3,0,0,summer
38,1,3,5,0,summer
39,1,3,10,0,summer
40,1,3,15,0,summer
41,1,3,20,0,summer
42,1,3,25,0,summer
43,1,3,30,0,summer
44,1,3,35,0,summer
45,1,3,40,0,summer
46,1,3,45,0.0004672551345,summer
47,1,3,50,0.0018456296759999996,summer
48,1,3,55,0.005032826172000001,summer
49,1,4,0,0.011031959037,summer
50,1,4,5,0.015707925650999998,summer
51,1,4,10,0.015828083931,summer
52,1,4,15,0.01495549869,summer
53,1,4,20,0.015880066306499997,summer
54,1,4,25,0.0209889293955,summer
55,1,4,30,0.028820887342499997,summer
56,1,4,35,0.033134725404000004,summer
57,1,4,40,0.03524204387549999,summer
58,1,4,45,0.03936382964249999,summer
59,1,4,50,0.04406710367399999,summer
60,1,4,55,0.04772155060199999,summer
61,1,5,0,0.0507714011805,summer
62,1,5,5,0.05433813927299999,summer
63,1,5,10,0.059389038092999995,summer
64,1,5,15,0.06612547279799999,summer
65,1,5,20,0.0751465541145,summer
66,1,5,25,0.10164733078499999,summer
67,1,5,30,0.14473991970899996,summer
68,1,5,35,0.1622382379035,summer
69,1,5,40,0.1377215265525,summer
70,1,5,45,0.16390014090449997,summer
71,1,5,50,0.184341171366,summer
72,1,5,55,0.2008578370425,summer
73,1,6,0,0.305004439674,summer
74,1,6,5,0.33542074983450004,summer
75,1,6,10,0.507194997507,summer
76,1,6,15,0.4089235867695,summer
77,1,6,20,0.39184983880349994,summer
78,1,6,25,0.4234053788085,summer
79,1,6,30,0.34472274690149995,summer
80,1,6,35,0.3759115850160001,summer
81,1,6,40,0.4974993852015,summer
82,1,6,45,0.4746277513064999,summer
83,1,6,50,0.37996352674499995,summer
84,1,6,55,0.5092560759824999,summer
85,1,7,0,0.6020155131044999,summer
86,1,7,5,0.586246630827,summer
87,1,7,10,0.6841744844384999,summer
88,1,7,15,0.7487439319634999,summer
89,1,7,20,0.7870134867209998,summer
90,1,7,25,0.8762790453449998,summer
91,1,7,30,0.8525019968024998,summer
92,1,7,35,0.9631876467014998,summer
93,1,7,40,0.7543516823369998,summer
94,1,7,45,0.3030919805759999,summer
95,1,7,50,0.7745227328684998,summer
96,1,7,55,0.8638912016294998,summer
97,1,8,0,0.8751244308015002,summer
98,1,8,5,0.8828645044064999,summer
99,1,8,10,0.8957539120695,summer
100,1,8,15,0.9167369247795,summer
