1,1,0,0,2.9917,winter
2,1,0,5,0,winter
3,1,0,10,0,winter
4,1,0,15,0,winter
5,1,0,20,0,winter
6,1,0,25,0,winter
7,1,0,30,0,winter
8,1,0,35,0,winter
9,1,0,40,0,winter
10,1,0,45,0,winter
11,1,0,50,0,winter
12,1,0,55,0,winter
13,1,1,0,0,winter
14,1,1,5,0,winter
15,1,1,10,0,winter
16,1,1,15,0,winter
17,1,1,20,0,winter
18,1,1,25,0,winter
19,1,1,30,0,winter
20,1,1,35,0,winter
21,1,1,40,0,winter
22,1,1,45,0,winter
23,1,1,50,0,winter
24,1,1,55,0,winter
25,1,2,0,0,winter
26,1,2,5,0,winter
27,1,2,10,0,winter
28,1,2,15,0,winter
29,1,2,20,0,winter
30,1,2,25,0,winter
31,1,2,30,0,winter
32,1,2,35,0,winter
33,1,2,40,0,winter
34,1,2,45,0,winter
35,1,2,50,0,winter
36,1,2,55,0,winter
37,1,3,0,0,winter
38,1,3,5,0,winter
39,1,3,10,0,winter
40,1,3,15,0,winter
41,1,3,20,0,winter
42,1,3,25,0,winter
43,1,3,30,0,winter
44,1,3,35,0,winter
45,1,3,40,0,winter
46,1,3,45,0,winter
47,1,3,50,0,winter
48,1,3,55,0,winter
49,1,4,0,0,winter
50,1,4,5,0,winter
51,1,4,10,0,winter
52,1,4,15,0,winter
53,1,4,20,0,winter
54,1,4,25,0,winter
55,1,4,30,0,winter
56,1,4,35,0,winter
57,1,4,40,0,winter
58,1,4,45,0,winter
59,1,4,50,0,winter
60,1,4,55,0,winter
61,1,5,0,0,winter
62,1,5,5,0,winter
63,1,5,10,1.2,winter
64,1,5,15,2.4,winter
65,1,5,20,3.2677,winter
66,1,5,25,2.9325,winter
67,1,5,30,2.9313,winter
68,1,5,35,2.9313,winter
69,1,5,40,3.3,winter
70,1,5,45,2.93,winter
71,1,5,50,3.3162,winter
72,1,5,55,2.9287,winter
73,1,6,0,2.9287,winter
74,1,6,5,3.3323,winter
75,1,6,10,0.40486,winter
76,1,6,15,0,winter
77,1,6,20,4.5674,winter
78,1,6,25,2.9248,winter
79,1,6,30,4.5835,winter
80,1,6,35,2.9235,winter
81,1,6,40,3.3835,winter
82,1,6,45,1.2,winter
83,1,6,50,1.2,winter
84,1,6,55,1.2,winter
85,1,7,0,0,winter
86,1,7,5,1.2,winter
87,1,7,10,0,winter
88,1,7,15,0,winter
89,1,7,20,0,winter
90,1,7,25,0,winter
91,1,7,30,0,winter
92,1,7,35,0,winter
93,1,7,40,0,winter
94,1,7,45,0,winter
95,1,7,50,0,winter
96,1,7,55,0,winter
97,1,8,0,0,winter
98,1,8,5,0,winter
99,1,8,10,0,winter
100,1,8,15,0,winter
101,1,8,20,0,winter
102,1,8,25,0,winter
103,1,8,30,0,winter
104,1,8,35,0,winter
105,1,8,40,0,winter
106,1,8,45,0,winter
107,1,8,50,0,winter
108,1,8,55,0,winter
109,1,9,0,0,winter
110,1,9,5,2.9235,winter
111,1,9,10,2.9248,winter
112,1,9,15,2.926,winter
113,1,9,20,3.3162,winter
114,1,9,25,3.3,winter
115,1,9,30,2.9325,winter
116,1,9,35,2.934,winter
117,1,9,40,3.2165,winter
118,1,9,45,2.9392,winter
119,1,9,50,3.1491,winter
120,1,9,55,2.9445,winter
121,1,10,0,0.13469,winter
122,1,10,5,2.9497,winter
123,1,10,10,0,winter
124,1,10,15,2.4,winter
125,1,10,20,1.2,winter
126,1,10,25,2.9615,winter
127,1,10,30,0,winter
128,1,10,35,0,winter
129,1,10,40,0,winter
130,1,10,45,0,winter
131,1,10,50,1.2,winter
132,1,10,55,1.2,winter
133,1,11,0,2.985,winter
134,1,11,5,2.989,winter
135,1,11,10,2.9917,winter
136,1,11,15,2.9955,winter
137,1,11,20,2.9995,winter
138,1,11,25,3.0022,winter
139,1,11,30,3.006,winter
140,1,11,35,3.0088,winter
141,1,11,40,3.0115,winter
142,1,11,45,0,winter
143,1,11,50,0,winter
144,1,11,55,0,winter
145,1,12,0,3.0232,winter
146,1,12,5,3.027,winter
147,1,12,10,3.0297,winter
148,1,12,15,3.0325,winter
149,1,12,20,3.1363,winter
150,1,12,25,3.0375,winter
151,1,12,30,3.0403,winter
152,1,12,35,3.0442,winter
153,1,12,40,3.0468,winter
154,1,12,45,0,winter
155,1,12,50,0,winter
156,1,12,55,0,winter
157,1,13,0,3.0585,winter
158,1,13,5,3.0613,winter
159,1,13,10,3.064,winter
160,1,13,15,3.0678,winter
161,1,13,20,3.0705,winter
162,1,13,25,3.073,winter
163,1,13,30,1.2,winter
164,1,13,35,1.2,winter
165,1,13,40,0,winter
166,1,13,45,1.2,winter
167,1,13,50,0,winter
168,1,13,55,0,winter
169,1,14,0,0,winter
170,1,14,5,0,winter
171,1,14,10,0,winter
172,1,14,15,0,winter
173,1,14,20,0,winter
174,1,14,25,0,winter
175,1,14,30,0,winter
176,1,14,35,0,winter
177,1,14,40,0,winter
178,1,14,45,0,winter
179,1,14,50,0,winter
180,1,14,55,0,winter
181,1,15,0,0,winter
182,1,15,5,0,winter
183,1,15,10,0,winter
184,1,15,15,0,winter
185,1,15,20,0,winter
186,1,15,25,0,winter
187,1,15,30,0,winter
188,1,15,35,0,winter
189,1,15,40,0,winter
190,1,15,45,0,winter
191,1,15,50,0,winter
192,1,15,55,0,winter
193,1,16,0,0,winter
194,1,16,5,0,winter
195,1,16,10,0,winter
196,1,16,15,0,winter
197,1,16,20,0,winter
198,1,16,25,0,winter
199,1,16,30,0,winter
200,1,16,35,0,winter
201,1,16,40,0,winter
202,1,16,45,0,winter
203,1,16,50,0,winter
204,1,16,55,0,winter
205,1,17,0,0,winter
206,1,17,5,0,winter
207,1,17,10,0,winter
208,1,17,15,0,winter
209,1,17,20,0,winter
210,1,17,25,0,winter
211,1,17,30,0,winter
212,1,17,35,0,winter
213,1,17,40,0,winter
214,1,17,45,0,winter
215,1,17,50,0,winter
216,1,17,55,0,winter
217,1,18,0,0,winter
218,1,18,5,0,winter
219,1,18,10,0,winter
220,1,18,15,0,winter
221,1,18,20,0,winter
222,1,18,25,0,winter
223,1,18,30,0,winter
224,1,18,35,0,winter
225,1,18,40,0,winter
226,1,18,45,0,winter
227,1,18,50,0,winter
228,1,18,55,0,winter
229,1,19,0,0,winter
230,1,19,5,0,winter
231,1,19,10,0,winter
232,1,19,15,0,winter
233,1,19,20,0,winter
